before,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,3316,0,0,0,0
tbp:1,27,0,0,0,0,0,0,0,1250,1417,69,199,1782,174,61,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tbp:15,4,1,0,0,0,0,0,0,1381,546,26,29,2690,304,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tbp:16,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,3317,0,0,0,0
tbp:256,120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606,3271,0,0,0,0
